VendorId,PUTime,DOTime,PassengerCount,TripDistance,RateCode,PULocationID,DOLocationID,PaymentType,FareAmount,TripTime
1,1/1/2017 10:42:17 AM,1/1/2017 10:57:33 AM,1,2.9,1,79,48,1,13.5,916
2,1/1/2017 10:42:17 AM,1/1/2017 10:48:01 AM,1,1.54,1,162,186,2,7,344
2,1/1/2017 10:42:17 AM,1/1/2017 10:46:00 AM,1,0.82,1,237,237,2,5,223
1,1/1/2017 10:42:18 AM,1/1/2017 11:06:36 AM,4,17.6,2,186,132,1,52,1458
2,1/1/2017 10:42:18 AM,1/1/2017 11:10:26 AM,4,7.77,1,13,233,2,24,1688
2,1/1/2017 10:42:18 AM,1/1/2017 10:51:50 AM,3,2.41,1,166,142,2,10.5,572
2,1/1/2017 10:42:18 AM,1/1/2017 10:47:54 AM,1,2.71,1,224,45,2,9.5,336
1,1/1/2017 10:42:19 AM,1/1/2017 10:42:19 AM,1,0,1,161,264,2,23,0
1,1/1/2017 10:42:20 AM,1/1/2017 10:55:56 AM,2,3.1,1,161,144,2,12.5,816
2,1/1/2017 10:42:20 AM,1/1/2017 11:00:06 AM,1,10.13,1,138,10,2,29,1066
2,1/1/2017 10:42:20 AM,1/1/2017 10:51:40 AM,4,2.58,1,239,162,1,10,560
1,1/1/2017 10:42:22 AM,1/1/2017 10:52:06 AM,1,2.5,1,164,43,2,9.5,584
1,1/1/2017 10:42:22 AM,1/1/2017 10:46:47 AM,1,0.9,1,230,186,2,5,265
2,1/1/2017 10:42:23 AM,1/1/2017 10:53:38 AM,1,2.76,1,143,164,1,11,675
2,1/1/2017 10:42:23 AM,1/1/2017 10:44:32 AM,1,0.65,1,234,113,1,4,129
1,1/1/2017 10:42:24 AM,1/1/2017 10:42:54 AM,2,0,5,1,1,1,50,30
2,1/1/2017 10:42:24 AM,1/1/2017 10:54:59 AM,3,4.31,1,87,107,2,15,755
2,1/1/2017 10:42:24 AM,1/1/2017 10:49:45 AM,1,1.77,1,113,170,2,8.5,441
2,1/1/2017 10:42:25 AM,1/1/2017 11:01:31 AM,2,3.92,1,181,225,2,16.5,1146
2,1/1/2017 10:42:25 AM,1/1/2017 10:47:10 AM,1,1.2,1,186,230,2,6,285
2,1/1/2017 10:42:25 AM,1/1/2017 10:47:12 AM,1,1.47,1,170,79,2,6.5,287
2,1/1/2017 10:42:25 AM,1/1/2017 10:51:02 AM,2,1.21,1,232,211,1,7.5,517
1,1/1/2017 10:42:26 AM,1/1/2017 10:52:54 AM,1,3.1,1,163,249,2,11,628
2,1/1/2017 10:42:26 AM,1/1/2017 10:46:42 AM,1,0.72,1,68,186,2,5,256
1,1/1/2017 10:42:27 AM,1/1/2017 10:51:41 AM,1,2.8,1,161,249,2,10.5,554
2,1/1/2017 10:42:27 AM,1/1/2017 11:06:27 AM,1,17,2,107,132,1,52,1440
2,1/1/2017 10:42:27 AM,1/1/2017 10:50:30 AM,1,3.04,1,125,230,2,10.5,483
1,1/1/2017 10:42:28 AM,1/1/2017 10:47:05 AM,1,1.2,1,264,264,2,6,277
2,1/1/2017 10:42:28 AM,1/1/2017 11:01:03 AM,1,9.74,1,65,7,1,29,1115
2,1/1/2017 10:42:28 AM,1/1/2017 11:08:54 AM,1,16.81,2,164,132,1,52,1586
1,1/1/2017 10:42:29 AM,1/1/2017 10:45:46 AM,2,0.6,1,162,237,2,4.5,197
1,1/1/2017 10:42:29 AM,1/1/2017 10:49:19 AM,1,1.7,1,186,113,1,7.5,410
1,1/1/2017 10:42:29 AM,1/1/2017 10:46:11 AM,2,0.6,1,231,231,2,4.5,222
2,1/1/2017 10:42:29 AM,1/1/2017 10:48:16 AM,1,0.91,1,261,231,1,6,347
2,1/1/2017 10:42:29 AM,1/1/2017 10:56:01 AM,2,2.59,1,33,181,2,11.5,812
2,1/1/2017 10:42:29 AM,1/1/2017 10:53:56 AM,2,3.77,1,33,255,1,14,687
2,1/1/2017 10:42:30 AM,1/1/2017 10:45:37 AM,5,0.54,1,236,236,2,4.5,187
2,1/1/2017 10:42:30 AM,1/1/2017 10:46:28 AM,1,0.97,1,236,262,2,5.5,238
1,1/1/2017 10:42:31 AM,1/1/2017 11:03:29 AM,1,9.6,1,138,186,2,28,1258
1,1/1/2017 10:42:31 AM,1/1/2017 10:51:41 AM,3,5,1,132,216,2,15.5,550
2,1/1/2017 10:42:31 AM,1/1/2017 10:52:15 AM,1,2.02,1,48,170,1,9,584
2,1/1/2017 10:42:31 AM,1/1/2017 11:15:31 AM,1,20.51,2,132,239,1,52,1980
1,1/1/2017 10:42:32 AM,1/1/2017 10:46:42 AM,1,0.9,1,140,141,1,5,250
1,1/1/2017 10:42:33 AM,1/1/2017 10:45:00 AM,1,0.8,1,239,238,2,4.5,147
2,1/1/2017 10:42:33 AM,1/1/2017 10:58:31 AM,1,5.56,1,87,161,2,19,958
2,1/1/2017 10:42:33 AM,1/1/2017 10:49:50 AM,1,1.49,1,158,186,1,7.5,437
2,1/1/2017 10:42:33 AM,1/1/2017 10:44:35 AM,5,0.31,1,238,238,2,3.5,122
1,1/1/2017 10:42:34 AM,1/1/2017 10:46:58 AM,1,1.7,1,90,161,1,6.5,264
1,1/1/2017 10:42:34 AM,1/1/2017 10:46:20 AM,1,1.2,1,140,263,2,5.5,226
2,1/1/2017 10:42:35 AM,1/1/2017 10:49:10 AM,1,1.75,1,226,226,1,7.5,395
2,1/1/2017 10:42:35 AM,1/1/2017 10:49:04 AM,6,2.23,1,87,66,1,8.5,389
1,1/1/2017 10:42:36 AM,1/1/2017 10:54:40 AM,1,2,1,25,181,3,10.5,724
1,1/1/2017 10:42:36 AM,1/1/2017 10:58:02 AM,1,4.3,1,243,41,1,16,926
1,1/1/2017 10:42:36 AM,1/1/2017 10:51:34 AM,2,1.3,1,233,186,1,7.5,538
2,1/1/2017 10:42:36 AM,1/1/2017 11:06:55 AM,1,15.78,1,145,132,2,44.5,1459
2,1/1/2017 10:42:37 AM,1/1/2017 10:46:37 AM,1,0.62,1,100,246,2,5,240
2,1/1/2017 10:42:37 AM,1/1/2017 10:49:53 AM,1,1.44,1,238,143,1,7.5,436
2,1/1/2017 10:42:38 AM,1/1/2017 10:56:38 AM,1,3.34,1,144,230,2,12.5,840
2,1/1/2017 10:42:38 AM,1/1/2017 11:04:53 AM,1,10.17,1,138,58,2,31,1335
2,1/1/2017 10:42:38 AM,1/1/2017 10:58:23 AM,5,4.96,1,170,41,2,17,945
2,1/1/2017 10:42:39 AM,1/1/2017 11:08:15 AM,1,16.69,2,237,132,2,52,1536
2,1/1/2017 10:42:39 AM,1/1/2017 10:56:12 AM,1,3.68,1,177,97,2,13.5,813
1,1/1/2017 10:42:41 AM,1/1/2017 11:02:08 AM,1,9.8,1,138,48,2,28.5,1167
2,1/1/2017 10:42:41 AM,1/1/2017 11:05:31 AM,1,8.06,1,12,43,2,26,1370
2,1/1/2017 10:42:41 AM,1/1/2017 10:43:24 AM,1,0.28,1,125,249,2,3,43
1,1/1/2017 10:42:42 AM,1/1/2017 10:49:33 AM,1,1.9,1,74,238,2,8,411
2,1/1/2017 10:42:42 AM,1/1/2017 10:51:22 AM,1,2.55,1,239,186,2,9.5,520
1,1/1/2017 10:42:43 AM,1/1/2017 10:47:54 AM,4,1.5,1,230,186,1,6.5,311
1,1/1/2017 10:42:44 AM,1/1/2017 10:47:39 AM,4,1.3,1,186,249,1,6.5,295
2,1/1/2017 10:42:44 AM,1/1/2017 10:45:13 AM,2,0.71,1,230,163,1,4.5,149
2,1/1/2017 10:42:44 AM,1/1/2017 10:53:28 AM,1,2.71,1,263,170,1,11,644
2,1/1/2017 10:42:45 AM,1/1/2017 10:46:44 AM,1,1.03,1,263,237,2,5,239
2,1/1/2017 10:42:46 AM,1/1/2017 10:44:57 AM,1,0.5,1,236,237,2,4,131
2,1/1/2017 10:42:46 AM,1/1/2017 11:02:41 AM,6,10.64,1,138,198,2,30.5,1195
2,1/1/2017 10:42:46 AM,1/1/2017 10:56:45 AM,2,3.52,1,262,186,1,13.5,839
2,1/1/2017 10:42:46 AM,1/1/2017 11:01:21 AM,2,7.65,1,138,80,1,24,1115
1,1/1/2017 10:42:47 AM,1/1/2017 10:47:53 AM,1,1.3,1,186,161,2,6.5,306
1,1/1/2017 10:42:47 AM,1/1/2017 10:59:42 AM,4,4.1,1,237,116,2,15.5,1015
2,1/1/2017 10:42:47 AM,1/1/2017 10:51:30 AM,1,1.64,1,238,143,1,8,523
2,1/1/2017 10:42:47 AM,1/1/2017 10:48:15 AM,1,1.44,1,144,107,1,6.5,328
2,1/1/2017 10:42:48 AM,1/1/2017 11:01:46 AM,4,6.02,1,137,166,2,20,1138
2,1/1/2017 10:42:48 AM,1/1/2017 10:53:29 AM,1,2.81,1,170,239,2,10.5,641
2,1/1/2017 10:42:48 AM,1/1/2017 10:51:24 AM,1,2.54,1,239,186,2,9.5,516
1,1/1/2017 10:42:49 AM,1/1/2017 10:45:08 AM,1,0.7,1,193,193,2,4.5,139
1,1/1/2017 10:42:49 AM,1/1/2017 10:59:46 AM,1,11.3,1,138,94,2,31.5,1017
1,1/1/2017 10:42:49 AM,1/1/2017 10:49:21 AM,1,1.2,1,116,244,2,7,392
1,1/1/2017 10:42:50 AM,1/1/2017 10:48:17 AM,1,1.1,1,234,79,1,6,327
1,1/1/2017 10:42:50 AM,1/1/2017 10:57:24 AM,1,3,1,236,107,1,13,874
2,1/1/2017 10:42:50 AM,1/1/2017 10:46:41 AM,2,0.97,1,236,237,1,5.5,231
2,1/1/2017 10:42:50 AM,1/1/2017 10:59:20 AM,1,5.61,1,163,13,1,19,990
2,1/1/2017 10:42:51 AM,1/1/2017 10:52:35 AM,1,2.61,1,161,100,2,9,584
1,1/1/2017 10:42:52 AM,1/1/2017 10:55:46 AM,1,2.6,1,262,142,1,12,774
1,1/1/2017 10:42:53 AM,1/1/2017 10:49:56 AM,1,1.6,1,186,161,2,7.5,423
1,1/1/2017 10:42:54 AM,1/1/2017 10:50:21 AM,1,2.7,1,230,236,1,9.5,447
1,1/1/2017 10:42:54 AM,1/1/2017 10:48:51 AM,1,0.7,1,170,100,1,5.5,357
2,1/1/2017 10:42:54 AM,1/1/2017 10:54:44 AM,1,3.54,1,143,74,1,12.5,710
2,1/1/2017 10:42:54 AM,1/1/2017 11:01:59 AM,3,5.07,1,238,249,1,18.5,1145
2,1/1/2017 10:42:54 AM,1/1/2017 10:51:49 AM,6,1.02,1,137,186,2,7.5,535
1,1/1/2017 10:42:55 AM,1/1/2017 10:51:53 AM,1,2.9,1,264,264,2,10,538
1,1/1/2017 10:42:55 AM,1/1/2017 11:08:33 AM,1,17.1,4,138,265,2,52.5,1538
2,1/1/2017 10:42:55 AM,1/1/2017 10:46:17 AM,5,0.38,1,100,48,2,4,202
2,1/1/2017 10:42:55 AM,1/1/2017 10:54:10 AM,1,5.28,1,87,162,2,17,675
2,1/1/2017 10:42:55 AM,1/1/2017 10:46:02 AM,1,0.59,1,141,140,2,4.5,187
1,1/1/2017 10:42:56 AM,1/1/2017 10:53:11 AM,1,2.6,1,170,4,2,10.5,615
1,1/1/2017 10:42:56 AM,1/1/2017 10:52:59 AM,2,1.8,1,143,237,1,9,603
2,1/1/2017 10:42:57 AM,1/1/2017 10:44:21 AM,1,0.03,1,68,68,2,3,84
1,1/1/2017 10:42:58 AM,1/1/2017 11:02:05 AM,1,4.1,1,68,262,2,17,1147
2,1/1/2017 10:42:58 AM,1/1/2017 10:52:06 AM,1,1.67,1,4,137,2,8.5,548
1,1/1/2017 10:42:59 AM,1/1/2017 10:53:07 AM,1,4,1,7,229,2,13.5,608
1,1/1/2017 10:42:59 AM,1/1/2017 10:48:29 AM,1,1.3,1,142,48,2,6.5,330
2,1/1/2017 10:42:59 AM,1/1/2017 10:54:29 AM,2,2.64,1,211,68,2,11,690
2,1/1/2017 10:42:59 AM,1/1/2017 10:48:04 AM,1,1.39,1,163,43,2,6.5,305
1,1/1/2017 10:43:00 AM,1/1/2017 10:45:02 AM,1,0.7,1,238,239,2,4,122
1,1/1/2017 10:43:00 AM,1/1/2017 10:49:57 AM,2,1.7,1,142,186,1,7.5,417
1,1/1/2017 10:43:00 AM,1/1/2017 10:44:57 AM,1,0.4,1,186,100,2,3.5,117
1,1/1/2017 10:43:00 AM,1/1/2017 11:03:53 AM,1,5.6,1,50,88,1,19.5,1253
2,1/1/2017 10:43:00 AM,1/1/2017 10:49:36 AM,1,1.5,1,238,75,1,7.5,396
2,1/1/2017 10:43:00 AM,1/1/2017 10:56:17 AM,6,3.2,1,151,163,1,13,797
2,1/1/2017 10:43:01 AM,1/1/2017 10:48:43 AM,1,1.22,1,186,234,1,6.5,342
2,1/1/2017 10:43:02 AM,1/1/2017 10:45:40 AM,3,0.53,1,116,116,2,4,158
1,1/1/2017 10:43:03 AM,1/1/2017 11:02:59 AM,1,9,1,138,197,2,27,1196
2,1/1/2017 10:43:03 AM,1/1/2017 10:48:46 AM,3,0.78,1,113,107,1,5.5,343
2,1/1/2017 10:43:03 AM,1/1/2017 10:47:17 AM,1,1.21,1,68,100,1,6,254
1,1/1/2017 10:43:04 AM,1/1/2017 10:47:30 AM,1,1.2,1,163,170,2,5.5,266
1,1/1/2017 10:43:04 AM,1/1/2017 10:47:22 AM,1,1.1,1,231,13,1,6,258
1,1/1/2017 10:43:04 AM,1/1/2017 10:48:00 AM,1,1.5,1,100,237,2,6.5,296
2,1/1/2017 10:43:04 AM,1/1/2017 10:46:19 AM,1,1.22,1,186,161,2,5.5,195
2,1/1/2017 10:43:05 AM,1/1/2017 10:55:31 AM,3,5.59,1,231,100,1,17.5,746
2,1/1/2017 10:43:05 AM,1/1/2017 10:47:41 AM,6,2.01,1,141,236,2,7.5,276
2,1/1/2017 10:43:05 AM,1/1/2017 10:51:01 AM,5,2.03,1,262,239,1,8.5,476
1,1/1/2017 10:43:06 AM,1/1/2017 11:01:05 AM,1,4.7,1,79,239,2,17,1079
2,1/1/2017 10:43:06 AM,1/1/2017 11:06:17 AM,1,19.22,2,236,132,2,52,1391
2,1/1/2017 10:43:06 AM,1/1/2017 10:49:28 AM,1,0.95,1,209,13,1,6.5,382
1,1/1/2017 10:43:07 AM,1/1/2017 10:47:14 AM,1,0.8,1,231,211,2,5,247
2,1/1/2017 10:43:07 AM,1/1/2017 10:59:50 AM,5,3.59,1,239,234,2,14.5,1003
2,1/1/2017 10:43:07 AM,1/1/2017 11:07:09 AM,1,17.26,2,132,107,1,52,1442
1,1/1/2017 10:43:08 AM,1/1/2017 10:48:03 AM,1,0.9,1,114,144,2,5.5,295
2,1/1/2017 10:43:08 AM,1/1/2017 10:45:50 AM,1,1.09,1,236,238,1,5,162
1,1/1/2017 10:43:09 AM,1/1/2017 11:03:12 AM,1,7.3,1,231,263,1,23.5,1203
2,1/1/2017 10:43:09 AM,1/1/2017 10:45:26 AM,1,0.81,1,263,75,2,4.5,137
2,1/1/2017 10:43:09 AM,1/1/2017 10:54:38 AM,2,6.4,1,262,235,2,19,689
2,1/1/2017 10:43:09 AM,1/1/2017 10:51:56 AM,4,2.15,1,164,114,1,9,527
2,1/1/2017 10:43:09 AM,1/1/2017 10:55:16 AM,2,1.72,1,186,230,2,10,727
2,1/1/2017 10:43:09 AM,1/1/2017 10:56:59 AM,1,3.17,1,144,161,1,12.5,830
2,1/1/2017 10:43:09 AM,1/1/2017 10:48:31 AM,1,1.54,1,141,142,1,7,322
2,1/1/2017 10:43:10 AM,1/1/2017 10:49:38 AM,1,1.31,1,48,186,1,7,388
2,1/1/2017 10:43:10 AM,1/1/2017 10:46:00 AM,1,0.54,1,229,162,1,4,170
2,1/1/2017 10:43:10 AM,1/1/2017 10:45:33 AM,1,0.61,1,90,90,1,4,143
2,1/1/2017 10:43:11 AM,1/1/2017 11:01:59 AM,1,3.64,1,24,48,1,15.5,1128
2,1/1/2017 10:43:11 AM,1/1/2017 11:02:05 AM,1,9.52,1,233,138,2,27,1134
2,1/1/2017 10:43:11 AM,1/1/2017 10:44:10 AM,1,0.5,1,163,163,1,3.5,59
2,1/1/2017 10:43:11 AM,1/1/2017 10:47:27 AM,1,0.82,1,143,238,2,5.5,256
2,1/1/2017 10:43:11 AM,1/1/2017 10:47:46 AM,1,1.04,1,170,186,2,5.5,275
1,1/1/2017 10:43:12 AM,1/1/2017 10:50:37 AM,1,1.8,1,107,161,1,8.5,445
2,1/1/2017 10:43:12 AM,1/1/2017 10:47:56 AM,1,1.26,1,143,50,1,6,284
2,1/1/2017 10:43:12 AM,1/1/2017 11:03:29 AM,1,15.02,1,132,80,1,41,1217
2,1/1/2017 10:43:13 AM,1/1/2017 10:47:02 AM,1,0.77,1,238,239,1,5,229
2,1/1/2017 10:43:14 AM,1/1/2017 11:06:55 AM,2,8.33,1,113,257,1,27,1421
1,1/1/2017 10:43:15 AM,1/1/2017 10:45:31 AM,1,0.5,1,239,239,1,4,136
1,1/1/2017 10:43:15 AM,1/1/2017 10:52:56 AM,1,2.4,1,186,144,1,9.5,581
2,1/1/2017 10:43:15 AM,1/1/2017 11:05:55 AM,1,8.53,1,138,37,1,26.5,1360
2,1/1/2017 10:43:15 AM,1/1/2017 10:50:51 AM,1,1.51,1,233,186,1,7.5,456
1,1/1/2017 10:43:16 AM,1/1/2017 10:50:35 AM,1,2.4,1,48,239,2,9,439
1,1/1/2017 10:43:16 AM,1/1/2017 10:47:09 AM,1,1.2,1,237,236,2,5.5,233
1,1/1/2017 10:43:16 AM,1/1/2017 10:51:55 AM,1,1.9,1,239,141,1,9,519
2,1/1/2017 10:43:16 AM,1/1/2017 10:58:28 AM,1,6.24,1,138,92,1,19.5,912
1,1/1/2017 10:43:17 AM,1/1/2017 10:57:47 AM,2,4.8,1,230,13,2,17,870
2,1/1/2017 10:43:17 AM,1/1/2017 11:04:03 AM,3,4.83,1,125,239,1,17.5,1246
2,1/1/2017 10:43:17 AM,1/1/2017 10:56:29 AM,3,6.63,1,87,237,2,20.5,792
2,1/1/2017 10:43:17 AM,1/1/2017 10:51:22 AM,1,1.65,1,211,232,2,8.5,485
2,1/1/2017 10:43:18 AM,1/1/2017 10:50:45 AM,1,1.78,1,170,237,2,8,447
2,1/1/2017 10:43:18 AM,1/1/2017 10:55:51 AM,1,4.68,1,261,43,2,15,753
2,1/1/2017 10:43:19 AM,1/1/2017 10:46:45 AM,1,0.92,1,229,162,1,5,206
1,1/1/2017 10:43:20 AM,1/1/2017 10:49:03 AM,2,1.2,1,68,48,1,6.5,343
2,1/1/2017 10:43:20 AM,1/1/2017 11:12:55 AM,2,18.4,2,132,113,1,52,1775
1,1/1/2017 10:43:21 AM,1/1/2017 10:53:54 AM,1,7.1,1,138,255,1,20.5,633
1,1/1/2017 10:43:22 AM,1/1/2017 10:55:33 AM,1,4.1,1,48,13,1,14.5,731
1,1/1/2017 10:43:22 AM,1/1/2017 10:58:08 AM,1,9.3,1,138,243,2,26,886
2,1/1/2017 10:43:22 AM,1/1/2017 10:46:37 AM,1,1.7,1,233,262,1,6.5,195
1,1/1/2017 10:43:23 AM,1/1/2017 10:52:23 AM,1,1.9,1,239,151,2,8.5,540
1,1/1/2017 10:43:23 AM,1/1/2017 10:45:26 AM,1,0.3,1,89,89,4,3.5,123
2,1/1/2017 10:43:23 AM,1/1/2017 10:49:55 AM,2,1.56,1,186,230,2,7.5,392
1,1/1/2017 10:43:24 AM,1/1/2017 10:53:38 AM,2,1.5,1,125,148,2,8.5,614
2,1/1/2017 10:43:24 AM,1/1/2017 11:03:37 AM,5,5.49,1,233,166,2,19.5,1213
1,1/1/2017 10:43:26 AM,1/1/2017 10:54:21 AM,1,2.5,1,239,186,2,11,655
1,1/1/2017 10:43:26 AM,1/1/2017 10:52:48 AM,1,2.8,1,113,163,2,10.5,562
2,1/1/2017 10:43:26 AM,1/1/2017 10:47:38 AM,1,1.05,1,244,152,2,6,252
2,1/1/2017 10:43:26 AM,1/1/2017 10:49:14 AM,6,1.56,1,186,163,1,6.5,348
2,1/1/2017 10:43:27 AM,1/1/2017 10:51:25 AM,2,1.71,1,148,87,2,8,478
2,1/1/2017 10:43:28 AM,1/1/2017 10:55:26 AM,1,3.21,1,236,166,2,12.5,718
1,1/1/2017 10:43:29 AM,1/1/2017 11:01:09 AM,2,5,1,43,211,2,17.5,1060
2,1/1/2017 10:43:29 AM,1/1/2017 10:51:59 AM,3,2.65,1,166,142,1,9.5,510
2,1/1/2017 10:43:29 AM,1/1/2017 10:47:35 AM,6,0.87,1,142,239,1,5,246
2,1/1/2017 10:43:29 AM,1/1/2017 10:53:54 AM,1,2.11,1,163,246,1,10,625
1,1/1/2017 10:43:31 AM,1/1/2017 10:56:03 AM,1,3.5,1,13,90,1,14,752
2,1/1/2017 10:43:31 AM,1/1/2017 10:52:26 AM,1,1.71,1,239,263,1,8.5,535
2,1/1/2017 10:43:31 AM,1/1/2017 10:49:45 AM,1,1.41,1,162,164,2,7,374
2,1/1/2017 10:43:31 AM,1/1/2017 10:55:38 AM,2,4.09,1,186,75,2,13.5,727
1,1/1/2017 10:43:32 AM,1/1/2017 10:54:11 AM,1,1.3,1,170,48,2,8.5,639
1,1/1/2017 10:43:32 AM,1/1/2017 10:46:14 AM,1,0.5,1,224,107,1,4,162
2,1/1/2017 10:43:32 AM,1/1/2017 10:48:13 AM,2,1.08,1,48,186,1,5.5,281
2,1/1/2017 10:43:32 AM,1/1/2017 11:17:58 AM,1,19.04,2,132,100,2,52,2066
2,1/1/2017 10:43:32 AM,1/1/2017 10:46:20 AM,1,0.66,1,141,237,2,4.5,168
1,1/1/2017 10:43:33 AM,1/1/2017 10:54:32 AM,4,1.7,1,161,50,2,9.5,659
1,1/1/2017 10:43:33 AM,1/1/2017 10:49:48 AM,1,1.2,1,142,237,2,7,375
2,1/1/2017 10:43:33 AM,1/1/2017 10:46:25 AM,5,0.7,1,151,238,2,4.5,172
2,1/1/2017 10:43:33 AM,1/1/2017 10:46:01 AM,1,0.42,1,239,238,1,4,148
2,1/1/2017 10:43:33 AM,1/1/2017 10:46:45 AM,1,1.1,1,238,239,1,5,192
1,1/1/2017 10:43:34 AM,1/1/2017 10:48:50 AM,1,1.4,1,186,163,2,6.5,316
1,1/1/2017 10:43:34 AM,1/1/2017 11:00:20 AM,1,13.2,1,138,132,1,35.5,1006
2,1/1/2017 10:43:34 AM,1/1/2017 10:46:31 AM,1,0.96,1,264,264,2,5,177
2,1/1/2017 10:43:34 AM,1/1/2017 10:56:05 AM,1,3.65,1,262,164,2,13.5,751
2,1/1/2017 10:43:34 AM,1/1/2017 10:50:09 AM,1,0.79,1,13,261,1,6,395
2,1/1/2017 10:43:34 AM,1/1/2017 10:47:57 AM,2,1.12,1,236,75,1,5.5,263
1,1/1/2017 10:43:35 AM,1/1/2017 10:45:48 AM,1,0.6,1,158,113,1,4,133
2,1/1/2017 10:43:36 AM,1/1/2017 10:51:34 AM,1,3.44,1,107,87,1,12,478
1,1/1/2017 10:43:37 AM,1/1/2017 10:51:57 AM,2,2.6,1,113,237,2,10,500
2,1/1/2017 10:43:37 AM,1/1/2017 10:49:12 AM,1,0.68,1,164,186,2,5.5,335
2,1/1/2017 10:43:37 AM,1/1/2017 11:01:48 AM,1,6.08,1,239,231,1,20.5,1091
2,1/1/2017 10:43:37 AM,1/1/2017 10:56:03 AM,3,5.22,1,140,125,1,16.5,746
2,1/1/2017 10:43:37 AM,1/1/2017 10:48:22 AM,1,2.45,1,170,263,2,8.5,285
2,1/1/2017 10:43:38 AM,1/1/2017 10:46:48 AM,2,0.75,1,246,246,2,4.5,190
