VendorId,PUTime,DOTime,PassengerCount,TripDistance,RateCode,PULocationID,DOLocationID,PaymentType,FareAmount,TripTime
2,1/1/2017 12:47:12 PM,1/1/2017 12:58:42 PM,6,2.33,1,43,162,1,11,690
2,1/1/2017 12:47:12 PM,1/1/2017 12:53:14 PM,1,1.49,1,237,236,1,7,362
1,1/1/2017 12:47:13 PM,1/1/2017 12:52:37 PM,3,1.2,1,164,161,1,6,324
1,1/1/2017 12:47:13 PM,1/1/2017 12:53:31 PM,3,0.9,1,68,234,1,6.5,378
1,1/1/2017 12:47:13 PM,1/1/2017 12:54:36 PM,4,1.5,1,234,230,2,7.5,443
2,1/1/2017 12:47:13 PM,1/1/2017 1:01:40 PM,1,2.6,1,239,186,2,12,867
2,1/1/2017 12:47:13 PM,1/1/2017 12:55:29 PM,5,1.23,1,164,161,1,7.5,496
2,1/1/2017 12:47:13 PM,1/1/2017 12:53:47 PM,2,0.97,1,43,237,2,6.5,394
1,1/1/2017 12:47:14 PM,1/1/2017 12:53:52 PM,1,1.4,1,79,107,1,7,398
2,1/1/2017 12:47:14 PM,1/1/2017 12:57:21 PM,1,2.48,1,161,249,2,10,607
2,1/1/2017 12:47:14 PM,1/1/2017 1:08:53 PM,2,7.22,1,230,13,2,23.5,1299
2,1/1/2017 12:47:15 PM,1/1/2017 12:53:57 PM,1,1.43,1,234,148,2,7,402
2,1/1/2017 12:47:15 PM,1/1/2017 12:53:27 PM,5,1.85,1,107,229,1,7.5,372
1,1/1/2017 12:47:16 PM,1/1/2017 1:09:16 PM,2,5.3,1,79,43,1,19.5,1320
2,1/1/2017 12:47:17 PM,1/1/2017 12:49:59 PM,1,0.61,1,164,164,2,4,162
2,1/1/2017 12:47:18 PM,1/1/2017 1:03:02 PM,5,3.65,1,90,43,1,14,944
2,1/1/2017 12:47:18 PM,1/1/2017 12:56:03 PM,1,2.1,1,161,68,1,9,525
2,1/1/2017 12:47:18 PM,1/1/2017 1:10:46 PM,1,16.12,2,170,132,1,52,1408
1,1/1/2017 12:47:19 PM,1/1/2017 12:53:28 PM,1,2.3,1,263,229,1,9,369
2,1/1/2017 12:47:19 PM,1/1/2017 12:54:45 PM,3,1.72,1,158,13,2,8,446
2,1/1/2017 12:47:19 PM,1/1/2017 12:54:38 PM,1,1.48,1,186,50,2,7,439
2,1/1/2017 12:47:19 PM,1/1/2017 12:54:12 PM,2,1.67,1,48,68,2,7.5,413
2,1/1/2017 12:47:19 PM,1/1/2017 12:54:01 PM,2,1.39,1,236,163,2,7,402
2,1/1/2017 12:47:19 PM,1/1/2017 12:52:09 PM,2,1.11,1,186,50,1,5.5,290
1,1/1/2017 12:47:20 PM,1/1/2017 12:50:53 PM,1,0.4,1,164,100,1,4,213
2,1/1/2017 12:47:20 PM,1/1/2017 12:53:01 PM,1,1.17,1,141,140,1,6,341
1,1/1/2017 12:47:21 PM,1/1/2017 12:55:00 PM,4,1.1,1,264,264,2,6.5,459
1,1/1/2017 12:47:21 PM,1/1/2017 12:51:51 PM,1,0.5,1,37,37,2,4.5,270
1,1/1/2017 12:47:21 PM,1/1/2017 1:03:00 PM,1,4,1,262,100,1,15,939
1,1/1/2017 12:47:21 PM,1/1/2017 12:56:04 PM,1,4.4,1,238,244,1,14.5,523
1,1/1/2017 12:47:21 PM,1/1/2017 12:54:06 PM,1,1.3,1,223,223,2,7,405
1,1/1/2017 12:47:21 PM,1/1/2017 1:10:08 PM,2,5.2,1,162,231,2,20,1367
2,1/1/2017 12:47:21 PM,1/1/2017 12:55:39 PM,1,2.52,1,50,90,2,9.5,498
2,1/1/2017 12:47:21 PM,1/1/2017 12:53:21 PM,1,1.28,1,236,237,1,6.5,360
2,1/1/2017 12:47:21 PM,1/1/2017 1:03:41 PM,5,7.55,1,238,153,2,22,980
2,1/1/2017 12:47:21 PM,1/1/2017 12:50:36 PM,1,0.86,1,48,142,1,4.5,195
2,1/1/2017 12:47:21 PM,1/1/2017 12:52:40 PM,6,2.08,1,74,262,2,8,319
1,1/1/2017 12:47:22 PM,1/1/2017 12:56:30 PM,1,1.3,1,230,170,2,7.5,548
1,1/1/2017 12:47:22 PM,1/1/2017 1:01:08 PM,1,3.6,1,100,263,1,13.5,826
1,1/1/2017 12:47:22 PM,1/1/2017 12:56:36 PM,1,1.6,1,142,140,1,8.5,554
1,1/1/2017 12:47:22 PM,1/1/2017 12:57:47 PM,1,2.2,1,236,161,2,10,625
2,1/1/2017 12:47:22 PM,1/1/2017 12:52:33 PM,1,1.81,1,233,141,1,7,311
2,1/1/2017 12:47:22 PM,1/1/2017 1:02:44 PM,1,2.66,1,224,68,1,12.5,922
2,1/1/2017 12:47:22 PM,1/1/2017 12:58:05 PM,3,1.79,1,163,68,2,9,643
2,1/1/2017 12:47:22 PM,1/1/2017 12:51:48 PM,1,0.91,1,236,237,1,5.5,266
2,1/1/2017 12:47:23 PM,1/1/2017 12:51:55 PM,1,1.01,1,137,234,1,5.5,272
2,1/1/2017 12:47:23 PM,1/1/2017 12:50:50 PM,4,0.58,1,107,107,1,4.5,207
2,1/1/2017 12:47:23 PM,1/1/2017 12:55:42 PM,1,1,1,237,142,2,7,499
1,1/1/2017 12:47:24 PM,1/1/2017 12:51:48 PM,1,0.8,1,141,233,2,5,264
1,1/1/2017 12:47:24 PM,1/1/2017 12:49:32 PM,1,0.5,1,113,114,1,4,128
1,1/1/2017 12:47:24 PM,1/1/2017 1:16:42 PM,2,16.5,1,132,141,1,52,1758
2,1/1/2017 12:47:24 PM,1/1/2017 12:54:28 PM,1,2.08,1,163,107,1,8.5,424
2,1/1/2017 12:47:24 PM,1/1/2017 12:57:25 PM,1,2.72,1,263,170,2,10.5,601
2,1/1/2017 12:47:25 PM,1/1/2017 12:56:35 PM,1,0.93,1,164,137,1,7.5,550
1,1/1/2017 12:47:27 PM,1/1/2017 12:52:10 PM,1,1.3,1,48,249,1,6,283
2,1/1/2017 12:47:27 PM,1/1/2017 12:56:53 PM,1,1.88,1,90,230,2,8.5,566
1,1/1/2017 12:47:28 PM,1/1/2017 12:56:25 PM,1,4.1,1,263,137,2,13.5,537
2,1/1/2017 12:47:28 PM,1/1/2017 12:49:04 PM,5,0.69,1,263,141,1,4,96
2,1/1/2017 12:47:28 PM,1/1/2017 12:51:08 PM,1,0.68,1,90,249,2,5,220
2,1/1/2017 12:47:28 PM,1/1/2017 1:06:36 PM,3,10.64,1,138,119,1,30,1148
2,1/1/2017 12:47:28 PM,1/1/2017 12:53:52 PM,2,1.44,1,236,239,1,7,384
1,1/1/2017 12:47:29 PM,1/1/2017 12:57:18 PM,1,2.1,1,141,143,1,9.5,589
2,1/1/2017 12:47:29 PM,1/1/2017 12:50:57 PM,1,0.71,1,113,170,2,5,208
2,1/1/2017 12:47:29 PM,1/1/2017 12:59:52 PM,1,2.93,1,79,230,1,11.5,743
1,1/1/2017 12:47:30 PM,1/1/2017 12:56:42 PM,1,2,1,166,42,1,9,552
1,1/1/2017 12:47:30 PM,1/1/2017 12:58:43 PM,1,2.8,1,186,4,2,11,673
1,1/1/2017 12:47:30 PM,1/1/2017 12:58:13 PM,1,1.8,1,79,186,1,9.5,643
1,1/1/2017 12:47:30 PM,1/1/2017 1:00:34 PM,1,7.2,4,132,265,1,22,784
1,1/1/2017 12:47:30 PM,1/1/2017 1:13:46 PM,2,18.7,2,132,263,1,52,1576
1,1/1/2017 12:47:30 PM,1/1/2017 12:51:44 PM,1,0.5,1,170,230,1,5,254
2,1/1/2017 12:47:30 PM,1/1/2017 12:58:14 PM,5,2.34,1,186,43,1,10,644
2,1/1/2017 12:47:30 PM,1/1/2017 12:51:05 PM,1,1.04,1,140,236,2,5.5,215
2,1/1/2017 12:47:30 PM,1/1/2017 1:02:47 PM,5,2.87,1,13,90,1,13,917
2,1/1/2017 12:47:30 PM,1/1/2017 1:24:17 PM,1,12.14,1,138,230,1,40,2207
1,1/1/2017 12:47:31 PM,1/1/2017 12:52:52 PM,1,1.6,1,237,236,1,7,321
1,1/1/2017 12:47:31 PM,1/1/2017 12:58:39 PM,1,2.8,1,107,141,2,11,668
2,1/1/2017 12:47:31 PM,1/1/2017 12:49:42 PM,3,0.3,1,166,166,2,3.5,131
2,1/1/2017 12:47:31 PM,1/1/2017 12:56:08 PM,1,1.94,1,170,249,1,8.5,517
2,1/1/2017 12:47:31 PM,1/1/2017 12:55:47 PM,1,0.91,1,162,170,1,7,496
1,1/1/2017 12:47:32 PM,1/1/2017 12:51:58 PM,3,1,1,100,163,2,5.5,266
2,1/1/2017 12:47:32 PM,1/1/2017 12:58:34 PM,2,2.51,1,233,211,2,10,662
2,1/1/2017 12:47:32 PM,1/1/2017 1:04:17 PM,6,3.69,1,237,249,1,14.5,1005
2,1/1/2017 12:47:32 PM,1/1/2017 12:53:02 PM,1,0.81,1,4,148,2,5.5,330
1,1/1/2017 12:47:33 PM,1/1/2017 12:54:16 PM,2,1.1,1,164,161,1,7,403
2,1/1/2017 12:47:33 PM,1/1/2017 12:58:25 PM,2,1.96,1,162,249,1,9.5,652
1,1/1/2017 12:47:34 PM,1/1/2017 12:51:06 PM,1,0.8,1,264,264,1,5,212
1,1/1/2017 12:47:34 PM,1/1/2017 12:56:51 PM,1,1.7,1,249,170,1,8.5,557
1,1/1/2017 12:47:34 PM,1/1/2017 12:57:29 PM,3,2.3,1,237,107,2,10,595
1,1/1/2017 12:47:34 PM,1/1/2017 1:12:06 PM,1,9.1,1,237,112,1,29,1472
1,1/1/2017 12:47:34 PM,1/1/2017 12:55:58 PM,1,1.8,1,239,41,1,8.5,504
2,1/1/2017 12:47:34 PM,1/1/2017 12:58:58 PM,1,2.47,1,238,230,1,10.5,684
1,1/1/2017 12:47:35 PM,1/1/2017 12:52:21 PM,1,1.2,1,186,113,2,6,286
2,1/1/2017 12:47:35 PM,1/1/2017 12:49:54 PM,2,0.4,1,42,152,2,3.5,139
1,1/1/2017 12:47:36 PM,1/1/2017 12:50:17 PM,3,0.8,1,151,239,2,4.5,161
2,1/1/2017 12:47:36 PM,1/1/2017 12:52:26 PM,1,0.65,1,13,231,1,5,290
2,1/1/2017 12:47:36 PM,1/1/2017 1:11:05 PM,1,10.44,1,132,225,1,31,1409
1,1/1/2017 12:47:37 PM,1/1/2017 12:58:21 PM,1,1.4,1,230,170,2,8.5,644
2,1/1/2017 12:47:37 PM,1/1/2017 1:04:49 PM,1,4.22,1,231,100,2,16,1032
2,1/1/2017 12:47:37 PM,1/1/2017 12:51:25 PM,1,0.58,1,141,140,2,4.5,228
2,1/1/2017 12:47:37 PM,1/1/2017 1:13:27 PM,6,19.19,2,237,132,1,52,1550
2,1/1/2017 12:47:37 PM,1/1/2017 12:57:12 PM,1,2.13,1,162,239,2,9.5,575
1,1/1/2017 12:47:38 PM,1/1/2017 1:14:31 PM,2,15.7,1,132,149,1,43.5,1613
1,1/1/2017 12:47:38 PM,1/1/2017 1:11:14 PM,4,10.4,1,107,89,2,31.5,1416
1,1/1/2017 12:47:38 PM,1/1/2017 1:07:31 PM,2,10.7,1,138,33,2,30.5,1193
2,1/1/2017 12:47:38 PM,1/1/2017 12:50:30 PM,1,0.51,1,237,140,2,4,172
1,1/1/2017 12:47:39 PM,1/1/2017 12:55:26 PM,1,1,1,164,230,2,6.5,467
1,1/1/2017 12:47:39 PM,1/1/2017 12:55:32 PM,2,2.4,1,164,236,1,9,473
2,1/1/2017 12:47:39 PM,1/1/2017 12:52:59 PM,1,0.82,1,238,238,1,5.5,320
1,1/1/2017 12:47:40 PM,1/1/2017 12:52:41 PM,3,0.9,1,264,264,2,5.5,301
1,1/1/2017 12:47:40 PM,1/1/2017 1:00:06 PM,1,4.9,1,141,79,1,16.5,746
1,1/1/2017 12:47:40 PM,1/1/2017 12:59:57 PM,1,6.1,1,179,92,1,19.5,737
2,1/1/2017 12:47:40 PM,1/1/2017 1:01:53 PM,2,5.49,1,162,209,1,18,853
1,1/1/2017 12:47:41 PM,1/1/2017 12:50:19 PM,1,0.8,1,141,229,1,4.5,158
1,1/1/2017 12:47:41 PM,1/1/2017 1:19:25 PM,1,10.5,1,132,198,1,33,1904
2,1/1/2017 12:47:42 PM,1/1/2017 12:54:51 PM,1,1.83,1,100,114,2,8,429
1,1/1/2017 12:47:43 PM,1/1/2017 1:00:21 PM,1,4.5,1,13,79,1,15.5,758
1,1/1/2017 12:47:43 PM,1/1/2017 12:55:01 PM,2,1.6,1,90,161,2,7.5,438
2,1/1/2017 12:47:43 PM,1/1/2017 1:18:22 PM,1,9.15,1,90,17,1,31,1839
2,1/1/2017 12:47:43 PM,1/1/2017 12:54:27 PM,2,0.92,1,43,43,1,6,404
1,1/1/2017 12:47:44 PM,1/1/2017 12:51:53 PM,2,0.9,1,239,142,1,5,249
1,1/1/2017 12:47:44 PM,1/1/2017 1:08:28 PM,1,10.3,1,186,138,2,29.5,1244
1,1/1/2017 12:47:44 PM,1/1/2017 12:53:51 PM,1,1.3,1,239,24,1,7,367
2,1/1/2017 12:47:44 PM,1/1/2017 12:53:50 PM,6,1.63,1,141,239,1,7,366
1,1/1/2017 12:47:45 PM,1/1/2017 1:05:20 PM,1,4.6,1,230,13,1,17.5,1055
2,1/1/2017 12:47:45 PM,1/1/2017 12:52:28 PM,1,1.05,1,90,113,1,6,283
2,1/1/2017 12:47:45 PM,1/1/2017 12:59:51 PM,1,1.63,1,43,230,2,9.5,726
2,1/1/2017 12:47:45 PM,1/1/2017 12:52:12 PM,1,1.3,1,13,211,1,6,267
1,1/1/2017 12:47:46 PM,1/1/2017 12:57:09 PM,1,2.3,1,79,186,2,9.5,563
2,1/1/2017 12:47:46 PM,1/1/2017 12:54:47 PM,2,0.99,1,239,142,1,6.5,421
2,1/1/2017 12:47:46 PM,1/1/2017 12:57:10 PM,2,2.31,1,239,161,2,9,564
1,1/1/2017 12:47:47 PM,1/1/2017 12:53:09 PM,1,2,1,233,141,2,7.5,322
1,1/1/2017 12:47:47 PM,1/1/2017 1:04:03 PM,1,3.9,1,262,100,1,15.5,976
1,1/1/2017 12:47:47 PM,1/1/2017 12:53:56 PM,4,1.1,1,186,170,2,6.5,369
2,1/1/2017 12:47:47 PM,1/1/2017 12:59:50 PM,6,2.51,1,125,230,2,11.5,723
1,1/1/2017 12:47:48 PM,1/1/2017 12:51:53 PM,1,0.6,1,163,230,1,5,245
1,1/1/2017 12:47:49 PM,1/1/2017 12:52:05 PM,1,1.3,1,143,246,1,6,256
1,1/1/2017 12:47:49 PM,1/1/2017 12:57:17 PM,3,1,1,48,48,2,7.5,568
2,1/1/2017 12:47:49 PM,1/1/2017 1:07:09 PM,6,5,1,13,161,1,18,1160
1,1/1/2017 12:47:50 PM,1/1/2017 12:54:43 PM,1,1.4,1,143,238,1,7.5,413
2,1/1/2017 12:47:50 PM,1/1/2017 1:00:04 PM,5,3.48,1,261,68,1,13,734
2,1/1/2017 12:47:50 PM,1/1/2017 12:58:05 PM,1,2.55,1,186,229,1,10,615
1,1/1/2017 12:47:51 PM,1/1/2017 12:48:00 PM,2,0,2,263,263,1,52,9
1,1/1/2017 12:47:51 PM,1/1/2017 12:54:03 PM,2,1.4,1,246,158,2,7,372
2,1/1/2017 12:47:52 PM,1/1/2017 12:52:59 PM,1,1.72,1,141,74,1,7,307
2,1/1/2017 12:47:53 PM,1/1/2017 1:06:39 PM,6,7.1,1,261,163,1,23,1126
1,1/1/2017 12:47:54 PM,1/1/2017 12:56:42 PM,3,1.3,1,170,163,1,7.5,528
1,1/1/2017 12:47:54 PM,1/1/2017 1:12:54 PM,4,17,1,13,138,1,46,1500
2,1/1/2017 12:47:54 PM,1/1/2017 12:59:37 PM,5,2.41,1,170,237,2,10.5,703
2,1/1/2017 12:47:54 PM,1/1/2017 1:00:35 PM,1,3.22,1,79,50,2,12.5,761
2,1/1/2017 12:47:54 PM,1/1/2017 12:58:51 PM,1,2.32,1,170,237,1,10.5,657
2,1/1/2017 12:47:54 PM,1/1/2017 1:01:07 PM,2,2.51,1,137,43,1,11.5,793
2,1/1/2017 12:47:54 PM,1/1/2017 12:49:35 PM,3,0.55,1,113,79,1,3.5,101
1,1/1/2017 12:47:55 PM,1/1/2017 1:02:51 PM,2,1.7,1,161,161,2,9.5,896
1,1/1/2017 12:47:55 PM,1/1/2017 12:53:51 PM,2,0.9,1,211,45,1,6,356
2,1/1/2017 12:47:55 PM,1/1/2017 12:52:18 PM,1,0.6,1,74,74,2,5,263
2,1/1/2017 12:47:55 PM,1/1/2017 12:54:29 PM,1,1.37,1,142,162,2,6.5,394
1,1/1/2017 12:47:56 PM,1/1/2017 12:51:10 PM,2,0.6,1,161,163,2,4.5,194
1,1/1/2017 12:47:56 PM,1/1/2017 12:53:55 PM,1,0.7,1,249,211,1,6,359
1,1/1/2017 12:47:56 PM,1/1/2017 1:04:27 PM,1,3.9,1,230,231,2,15,991
1,1/1/2017 12:47:56 PM,1/1/2017 1:06:50 PM,2,4.5,1,48,148,2,17,1134
2,1/1/2017 12:47:56 PM,1/1/2017 1:15:36 PM,5,5.23,1,211,239,2,21,1660
2,1/1/2017 12:47:56 PM,1/1/2017 12:55:52 PM,1,1.21,1,162,186,1,7,476
1,1/1/2017 12:47:58 PM,1/1/2017 1:13:50 PM,2,16.3,1,138,261,1,44,1552
1,1/1/2017 12:47:58 PM,1/1/2017 12:54:29 PM,1,1,1,7,226,1,6.5,391
1,1/1/2017 12:47:58 PM,1/1/2017 12:51:14 PM,1,1.2,1,264,264,2,5.5,196
2,1/1/2017 12:47:58 PM,1/1/2017 12:55:52 PM,1,1.39,1,43,262,2,7.5,474
2,1/1/2017 12:47:58 PM,1/1/2017 12:51:00 PM,2,0.71,1,140,263,1,4.5,182
2,1/1/2017 12:47:58 PM,1/1/2017 12:51:59 PM,1,0.9,1,113,249,1,5,241
1,1/1/2017 12:47:59 PM,1/1/2017 12:52:26 PM,1,1.1,1,238,239,1,5.5,267
2,1/1/2017 12:47:59 PM,1/1/2017 1:06:35 PM,2,4.55,1,13,230,2,17.5,1116
1,1/1/2017 12:48:00 PM,1/1/2017 1:13:00 PM,3,16.8,3,230,1,2,63,1500
1,1/1/2017 12:48:00 PM,1/1/2017 1:02:32 PM,1,3.9,1,164,13,2,14.5,872
2,1/1/2017 12:48:00 PM,1/1/2017 1:00:32 PM,1,1.58,1,229,50,1,9.5,752
2,1/1/2017 12:48:00 PM,1/1/2017 12:56:51 PM,1,2.02,1,237,186,1,9,531
2,1/1/2017 12:48:00 PM,1/1/2017 12:59:19 PM,4,2.08,1,151,262,2,10,679
2,1/1/2017 12:48:01 PM,1/1/2017 1:17:59 PM,1,17.56,2,132,137,1,52,1798
2,1/1/2017 12:48:01 PM,1/1/2017 12:59:24 PM,1,5.39,1,75,248,1,16.5,683
2,1/1/2017 12:48:01 PM,1/1/2017 1:01:52 PM,1,3.18,1,186,238,2,12.5,831
2,1/1/2017 12:48:01 PM,1/1/2017 1:15:49 PM,1,7.55,1,238,7,1,26.5,1668
2,1/1/2017 12:48:01 PM,1/1/2017 1:08:41 PM,2,4.25,1,43,144,2,17,1240
1,1/1/2017 12:48:02 PM,1/1/2017 12:52:37 PM,1,1.1,1,107,170,1,6,275
2,1/1/2017 12:48:02 PM,1/1/2017 12:53:59 PM,5,1.07,1,234,186,1,6,357
1,1/1/2017 12:48:03 PM,1/1/2017 12:57:56 PM,1,2,1,239,237,2,9,593
1,1/1/2017 12:48:03 PM,1/1/2017 12:58:59 PM,3,2.3,1,239,162,2,10,656
2,1/1/2017 12:48:03 PM,1/1/2017 12:56:34 PM,1,1.53,1,239,48,1,8,511
1,1/1/2017 12:48:04 PM,1/1/2017 12:53:28 PM,1,0.9,1,239,143,1,6,324
1,1/1/2017 12:48:04 PM,1/1/2017 12:54:11 PM,2,1.5,1,137,79,1,7,367
1,1/1/2017 12:48:04 PM,1/1/2017 1:03:31 PM,2,4.2,1,13,48,2,16,927
1,1/1/2017 12:48:05 PM,1/1/2017 12:55:21 PM,1,1.3,1,151,41,1,7,436
2,1/1/2017 12:48:05 PM,1/1/2017 1:10:36 PM,1,13.61,1,138,181,1,37.5,1351
2,1/1/2017 12:48:05 PM,1/1/2017 1:03:31 PM,6,7.41,1,132,63,2,22.5,926
2,1/1/2017 12:48:05 PM,1/1/2017 12:51:10 PM,1,0.7,1,48,48,2,4.5,185
1,1/1/2017 12:48:06 PM,1/1/2017 12:56:36 PM,4,2.2,1,263,162,1,9,510
2,1/1/2017 12:48:06 PM,1/1/2017 12:51:17 PM,6,1.39,1,170,79,1,6,191
2,1/1/2017 12:48:06 PM,1/1/2017 12:51:39 PM,1,0.73,1,41,42,2,5,213
1,1/1/2017 12:48:07 PM,1/1/2017 1:02:58 PM,2,3.8,1,161,146,2,14,891
1,1/1/2017 12:48:07 PM,1/1/2017 12:55:29 PM,4,1.7,1,161,43,2,8,442
1,1/1/2017 12:48:07 PM,1/1/2017 12:51:51 PM,1,0.4,1,142,163,1,4.5,224
1,1/1/2017 12:48:07 PM,1/1/2017 1:03:28 PM,2,2.9,1,236,100,1,13.5,921
2,1/1/2017 12:48:07 PM,1/1/2017 12:55:58 PM,1,2.26,1,262,161,1,9,471
2,1/1/2017 12:48:07 PM,1/1/2017 12:57:27 PM,3,1.92,1,75,166,2,9,560
2,1/1/2017 12:48:07 PM,1/1/2017 12:54:59 PM,1,1.58,1,164,249,2,7.5,412
1,1/1/2017 12:48:08 PM,1/1/2017 1:04:02 PM,2,7.5,5,143,265,1,0,954
1,1/1/2017 12:48:08 PM,1/1/2017 12:54:48 PM,1,1.8,1,236,170,2,8,400
1,1/1/2017 12:48:08 PM,1/1/2017 1:07:14 PM,2,3.7,1,163,211,2,15,1146
2,1/1/2017 12:48:08 PM,1/1/2017 12:51:22 PM,1,0.56,1,161,162,2,4.5,194
2,1/1/2017 12:48:08 PM,1/1/2017 12:57:25 PM,1,1.17,1,186,230,2,7.5,557
1,1/1/2017 12:48:09 PM,1/1/2017 12:53:53 PM,2,0.9,1,164,186,2,6,344
1,1/1/2017 12:48:09 PM,1/1/2017 12:55:58 PM,2,1,1,164,246,1,7,469
2,1/1/2017 12:48:09 PM,1/1/2017 12:50:05 PM,1,0.57,1,186,161,2,4,116
2,1/1/2017 12:48:09 PM,1/1/2017 1:03:59 PM,1,4.07,1,43,249,1,15.5,950
2,1/1/2017 12:48:09 PM,1/1/2017 12:55:25 PM,1,2.12,1,90,48,1,8.5,436
1,1/1/2017 12:48:10 PM,1/1/2017 12:59:28 PM,2,3.2,1,261,186,1,11.5,678
1,1/1/2017 12:48:10 PM,1/1/2017 12:53:23 PM,1,0.9,1,151,24,2,6,313
1,1/1/2017 12:48:11 PM,1/1/2017 1:14:16 PM,1,18.2,3,239,1,1,66.5,1565
2,1/1/2017 12:48:11 PM,1/1/2017 1:02:02 PM,1,1.58,1,143,239,2,8.5,831
1,1/1/2017 12:48:12 PM,1/1/2017 12:56:39 PM,1,1.2,1,264,264,2,7.5,507
1,1/1/2017 12:48:12 PM,1/1/2017 1:26:03 PM,2,21.3,2,132,239,2,52,2271
2,1/1/2017 12:48:12 PM,1/1/2017 1:00:15 PM,1,2.47,1,264,264,1,11,723
2,1/1/2017 12:48:12 PM,1/1/2017 1:12:04 PM,2,10.05,1,138,239,1,30,1432
1,1/1/2017 12:48:13 PM,1/1/2017 12:49:54 PM,1,0,1,142,48,2,3,101
2,1/1/2017 12:48:13 PM,1/1/2017 12:53:31 PM,1,0.65,1,142,142,1,5.5,318
1,1/1/2017 12:48:14 PM,1/1/2017 12:50:44 PM,1,0.7,1,114,113,1,4,150
1,1/1/2017 12:48:14 PM,1/1/2017 12:54:55 PM,3,1.5,1,263,238,1,7.5,401
1,1/1/2017 12:48:14 PM,1/1/2017 12:53:11 PM,1,0.7,1,186,246,1,5.5,297
2,1/1/2017 12:48:14 PM,1/1/2017 12:54:18 PM,5,0.84,1,230,161,1,5.5,364
2,1/1/2017 12:48:14 PM,1/1/2017 1:05:43 PM,1,8.27,1,132,265,1,25,1049
2,1/1/2017 12:48:14 PM,1/1/2017 12:56:23 PM,1,1.98,1,234,50,1,9,489
2,1/1/2017 12:48:14 PM,1/1/2017 12:56:41 PM,4,1.63,1,41,151,2,8.5,507
2,1/1/2017 12:48:15 PM,1/1/2017 1:07:48 PM,1,4.04,1,140,246,1,17,1173
2,1/1/2017 12:48:15 PM,1/1/2017 12:52:40 PM,2,0.88,1,164,163,2,5.5,265
2,1/1/2017 12:48:15 PM,1/1/2017 1:05:03 PM,6,3.18,1,161,238,2,14.5,1008
2,1/1/2017 12:48:15 PM,1/1/2017 1:07:56 PM,1,5.06,1,231,142,2,18.5,1181
2,1/1/2017 12:48:15 PM,1/1/2017 12:52:29 PM,1,1.14,1,229,162,1,5.5,254
2,1/1/2017 12:48:16 PM,1/1/2017 1:01:47 PM,2,5.26,1,162,87,1,17,811
2,1/1/2017 12:48:16 PM,1/1/2017 12:57:52 PM,3,1.48,1,231,148,2,8.5,576
2,1/1/2017 12:48:16 PM,1/1/2017 12:52:28 PM,6,1.18,1,262,236,1,5.5,252
2,1/1/2017 12:48:16 PM,1/1/2017 12:52:25 PM,1,1,1,143,239,1,5.5,249
1,1/1/2017 12:48:17 PM,1/1/2017 12:50:40 PM,1,0.4,1,234,186,2,4,143
1,1/1/2017 12:48:17 PM,1/1/2017 12:53:54 PM,1,0.9,1,186,137,2,6,337
1,1/1/2017 12:48:17 PM,1/1/2017 1:01:49 PM,1,2.4,1,143,162,1,11.5,812
2,1/1/2017 12:48:17 PM,1/1/2017 12:58:08 PM,1,2.85,1,239,186,1,10.5,591
1,1/1/2017 12:48:18 PM,1/1/2017 12:53:47 PM,1,1.2,1,75,262,2,6,329
1,1/1/2017 12:48:18 PM,1/1/2017 12:57:39 PM,2,1.3,1,264,264,2,8,561
1,1/1/2017 12:48:18 PM,1/1/2017 1:16:18 PM,1,17.6,3,68,1,1,65.5,1680
2,1/1/2017 12:48:18 PM,1/1/2017 1:03:46 PM,2,1.81,1,229,50,1,11,928
1,1/1/2017 12:48:19 PM,1/1/2017 1:06:26 PM,1,12,1,140,93,1,33,1087
2,1/1/2017 12:48:19 PM,1/1/2017 1:12:35 PM,1,16.91,2,162,132,1,52,1456
1,1/1/2017 12:48:20 PM,1/1/2017 1:00:46 PM,1,1.5,1,229,48,2,9,746
1,1/1/2017 12:48:20 PM,1/1/2017 1:03:07 PM,1,2.8,1,262,161,2,12.5,887
2,1/1/2017 12:48:20 PM,1/1/2017 12:58:48 PM,1,3.15,1,45,164,2,11.5,628
1,1/1/2017 12:48:21 PM,1/1/2017 12:56:48 PM,2,1.5,1,90,114,2,8,507
2,1/1/2017 12:48:21 PM,1/1/2017 12:53:12 PM,1,1,1,211,158,2,5.5,291
2,1/1/2017 12:48:21 PM,1/1/2017 1:04:24 PM,1,3.57,1,234,142,1,14,963
2,1/1/2017 12:48:22 PM,1/1/2017 12:54:41 PM,2,1.11,1,113,186,2,6.5,379
2,1/1/2017 12:48:22 PM,1/1/2017 1:16:52 PM,1,18.65,2,132,263,1,52,1710
2,1/1/2017 12:48:22 PM,1/1/2017 12:55:47 PM,1,1.49,1,107,45,1,8,445
1,1/1/2017 12:48:23 PM,1/1/2017 12:54:15 PM,1,2.2,1,263,74,1,8,352
1,1/1/2017 12:48:23 PM,1/1/2017 12:56:38 PM,3,2.2,1,45,107,1,9.5,495
1,1/1/2017 12:48:23 PM,1/1/2017 12:54:58 PM,1,1.9,1,262,229,1,8,395
1,1/1/2017 12:48:23 PM,1/1/2017 1:03:44 PM,1,1.9,1,233,50,1,11.5,921
2,1/1/2017 12:48:23 PM,1/1/2017 12:51:55 PM,1,0.97,1,170,229,1,5,212
2,1/1/2017 12:48:23 PM,1/1/2017 12:56:35 PM,2,1.55,1,79,249,2,7.5,492
